Songs,Mood,Energy,Beats
"Express Yourself",Happy,High,Fast
"Sorry",Sad,High,Fast
"Don't Tell Me",Happy,Medium,Slow
"Secret",Happy,Medium,Slow
"Frozen",Sad,Medium,Slow
"Hung Up",Happy,High,Fast
"Deeper and Deeper",Happy,High,Fast
"Ray of Light",Happy,High,Fast
"Material Girl",Happy,High,Fast
"Don't Cry for Me Argentina",Sad,Medium,Slow
"American Pie",Happy,High,Fast
"Die Another Day",Sad,High,Fast
"Jump",Happy,High,Fast
"Love Profusion",Happy,Medium,Slow
"Ghosttown",Sad,Medium,Slow
"Ghosttown",Sad,Medium,Slow
"Sorry",Sad,High,Fast
"Give It 2 Me",Happy,High,Fast
"Bitch I'm Madonna",Happy,High,Fast
"Living for Love",Happy,High,Fast
"La Isla Bonita",Happy,Medium,Mid-tempo
"Erotica",Sad,Medium,Slow
"Holiday",Happy,High,Fast
"Frozen",Sad,Medium,Slow
"Into the Groove",Happy,High,Fast
"Borderline",Happy,High,Fast
"Secret",Happy,Medium,Slow
"Express Yourself",Happy,High,Fast
"Sorry",Sad,High,Fast
"Don't Tell Me",Happy,Medium,Slow
"Living for Love",Happy,High,Fast
"Deeper and Deeper",Happy,High,Fast
"Ray of Light",Happy,High,Fast
"Material Girl",Happy,High,Fast
"Don't Cry for Me Argentina",Sad,Medium,Slow
"American Pie",Happy,High,Fast
"Die Another Day",Sad,High,Fast
"Jump",Happy,High,Fast
"Love Profusion",Happy,Medium,Slow
"Ghosttown",Sad,Medium,Slow
"Gives You Hell",Happy,High,Fast
"Dirty Little Secret",Happy,High,Fast
"Move Along",Happy,High,Fast
"It Ends Tonight",Sad,Medium,Slow
"Swing, Swing",Happy,High,Fast
"Beekeeper's Daughter",Happy,High,Fast
"Gonzo",Happy,High,Fast
"Top of the World",Happy,High,Fast
"Sweat",Happy,High,Fast
"Walk Over Me",Happy,High,Fast
"I Wanna",Happy,High,Fast
"Night Drive",Happy,High,Fast
"Another Heart Calls",Sad,Medium,Slow
"Believe",Happy,High,Fast
"One More Sad Song",Sad,Medium,Slow
"The Wind Blows",Sad,Medium,Slow
"My Paper Heart",Sad,Medium,Slow
"Real World",Happy,High,Fast
"Heartbeat Slowing Down",Sad,Medium,Slow
"Kids in the Street",Happy,High,Fast
"There's a Place",Happy,High,Fast
"Stab My Back",Sad,Medium,Slow
"Straightjacket Feeling",Sad,Medium,Slow
"Dance Inside",Happy,High,Fast
"Happy Endings",Happy,High,Fast
"The Last Song",Sad,Medium,Slow
"Sunshine",Happy,High,Fast
"Fallin' Apart",Sad,Medium,Slow
"I'm Waiting",Sad,Medium,Slow
"Drive Away",Happy,High,Fast
"Kiss Yourself Goodbye",Sad,Medium,Slow
"Mona Lisa (When the World Comes Down)",Happy,High,Fast
"The Poison",Sad,Medium,Slow
"Back to Me",Sad,Medium,Slow
"Hope It Gives You Hell",Happy,High,Fast
"Breakin'",Happy,High,Fast
"Heartbeat Slowing Down",Sad,Medium,Slow
"Sunshine",Happy,High,Fast
"Fallin' Apart",Sad,Medium,Slow
"I Wanna",Happy,High,Fast
"The Poison",Sad,Medium,Slow
"Back to Me",Sad,Medium,Slow
"Hope It Gives You Hell",Happy,High,Fast
"Breakin'",Happy,High,Fast
"Heartbeat Slowing Down",Sad,Medium,Slow
"Sunshine",Happy,High,Fast
"Fallin' Apart",Sad,Medium,Slow
"I Wanna",Happy,High,Fast
"The Poison",Sad,Medium,Slow
"Back to Me",Sad,Medium,Slow
"Hope It Gives You Hell",Happy,High,Fast
"Breakin'",Happy,High,Fast
"Heartbeat Slowing Down",Sad,Medium,Slow
"Sunshine",Happy,High,Fast
"Fallin' Apart",Sad,Medium,Slow
"I Wanna",Happy,High,Fast
"The Poison",Sad,Medium,Slow
"Back to Me",Sad,Medium,Slow
"Hope It Gives You Hell",Happy,High,Fast
"Breakin'",Happy,High,Fast
"Heartbeat Slowing Down",Sad,Medium,Slow
"Sunshine",Happy,High,Fast
"Fallin' Apart",Sad,Medium,Slow
"I Wanna",Happy,High,Fast
"The Poison",Sad,Medium,Slow
"Back to Me",Sad,Medium,Slow
"Hope It Gives You Hell",Happy,High,Fast
"Breakin'",Happy,High,Fast
"Heartbeat Slowing Down",Sad,Medium,Slow
"Sunshine",Happy,High,Fast
"Fallin' Apart",Sad,Medium,Slow
"I Wanna",Happy,High,Fast
"The Poison",Sad,Medium,Slow
"Back to Me",Sad,Medium,Slow
"Hope It Gives You Hell",Happy,High,Fast
"Breakin'",Happy,High,Fast
"Heartbeat Slowing Down",Sad,Medium,Slow
"Sunshine",Happy,High,Fast
"All the Small Things",Happy,High,Fast
"What's My Age Again?",Happy,High,Fast
"I Miss You",Sad,Medium,Slow
"First Date",Happy,High,Fast
"Adam's Song",Sad,Low,Slow
"Feeling This",Happy,High,Fast
"The Rock Show",Happy,High,Fast
"Stay Together for the Kids",Sad,Medium,Slow
"Dammit",Happy,High,Fast
"Man Overboard",Happy,High,Fast
"Down",Happy,High,Fast
"Josie",Happy,High,Fast
"Always",Sad,Medium,Slow
"Anthem Part Two",Happy,High,Fast
"Carousel",Happy,High,Fast
"Dumpweed",Happy,High,Fast
"M+M's",Happy,High,Fast
"Reckless Abandon",Happy,High,Fast
"Not Now",Sad,Medium,Slow
"The Party Song",Happy,High,Fast
"Online Songs",Happy,High,Fast
"Wasting Time",Happy,High,Fast
"Pathetic",Happy,High,Fast
"Story of a Lonely Guy",Sad,Medium,Slow
"Apple Shampoo",Happy,High,Fast
"Violence",Happy,High,Fast
"Aliens Exist",Happy,High,Fast
"Untitled",Sad,Medium,Slow
"Here's Your Letter",Sad,Medium,Slow
"Roller Coaster",Happy,High,Fast
"Don't Leave Me",Happy,High,Fast
"Please Take Me Home",Sad,Medium,Slow
"Going Away to College",Happy,High,Fast
"Ghost on the Dance Floor",Sad,Medium,Slow
"Asthenia",Sad,Medium,Slow
"Dysentery Gary",Happy,High,Fast
"All of This",Sad,Medium,Slow
"Anthem",Happy,High,Fast
"Story of a Lonely Guy",Sad,Medium,Slow
"Stockholm Syndrome",Sad,Medium,Slow
"Shut Up",Happy,High,Fast
"Don't Leave Me",Happy,High,Fast
"The Rock Show",Happy,High,Fast
"Stay Together for the Kids",Sad,Medium,Slow
"Roller Coaster",Happy,High,Fast
"Everytime I Look for You",Happy,High,Fast
"Reckless Abandon",Happy,High,Fast
"Go",Happy,High,Fast
"What Went Wrong",Sad,Medium,Slow
"First Date",Happy,High,Fast
"All the Small Things",Happy,High,Fast
"Dumpweed",Happy,High,Fast
"Feeling This",Happy,High,Fast
"I Miss You",Sad,Medium,Slow
"Anthem Part Two",Happy,High,Fast
"Carousel",Happy,High,Fast
"Up All Night",Happy,High,Fast
"After Midnight",Happy,High,Fast
"Wishing Well",Sad,Medium,Slow
"Kings of the Weekend",Happy,High,Fast
"Bored to Death",Sad,Medium,Slow
"She's Out of Her Mind",Happy,High,Fast
"No Future",Sad,Medium,Slow
"Home Is Such a Lonely Place",Sad,Low,Slow
"Los Angeles",Happy,High,Fast
"Left Alone",Sad,Medium,Slow
"Rabbit Hole",Happy,High,Fast
"San Diego",Sad,Medium,Slow
"Hey, I'm Sorry",Sad,Medium,Slow
"Parking Lot",Happy,High,Fast
"Misery",Sad,Medium,Slow
"Wildfire",Happy,High,Fast
"6/8",Happy,High,Fast
"Long Lost Feeling",Sad,Medium,Slow
"Bottom of the Ocean",Sad,Medium,Slow
"Sober",Sad,Medium,Slow
"California",Happy,High,Fast
"Cynical",Sad,Medium,Slow
"Bored to Death",Sad,Medium,Slow
"She's Out of Her Mind",Happy,High,Fast
"No Future",Sad,Medium,Slow
"Home Is Such a Lonely Place",Sad,Low,Slow
"Los Angeles",Happy,High,Fast
"Left Alone",Sad,Medium,Slow
"Rabbit Hole",Happy,High,Fast
"San Diego",Sad,Medium,Slow
"Hey, I'm Sorry",Sad,Medium,Slow
"Parking Lot",Happy,High,Fast
"Misery",Sad,Medium,Slow
"Wildfire",Happy,High,Fast
"6/8",Happy,High,Fast
"Long Lost Feeling",Sad,Medium,Slow
"Bottom of the Ocean",Sad,Medium,Slow
"Sober",Sad,Medium,Slow
"California",Happy,High,Fast
"Cynical",Sad,Medium,Slow
"Bored to Death",Sad,Medium,Slow
"She's Out of Her Mind",Happy,High,Fast
"No Future",Sad,Medium,Slow
"Home Is Such a Lonely Place",Sad,Low,Slow
"Los Angeles",Happy,High,Fast
"Left Alone",Sad,Medium,Slow
"Rabbit Hole",Happy,High,Fast
"San Diego",Sad,Medium,Slow
"Hey, I'm Sorry",Sad,Medium,Slow
"Parking Lot",Happy,High,Fast
"Misery",Sad,Medium,Slow
"Wildfire",Happy,High,Fast
"6/8",Happy,High,Fast
"Long Lost Feeling",Sad,Medium,Slow
"Bottom of the Ocean",Sad,Medium,Slow
"Sober",Sad,Medium,Slow
"California",Happy,High,Fast
"Cynical",Sad,Medium,Slow
"Bored to Death",Sad,Medium,Slow
"She's Out of Her Mind",Happy,High,Fast
"No Future",Sad,Medium,Slow
"Home Is Such a Lonely Place",Sad,Low,Slow
"Los Angeles",Happy,High,Fast
"Left Alone",Sad,Medium,Slow
"Rabbit Hole",Happy,High,Fast
"San Diego",Sad,Medium,Slow
"Hey, I'm Sorry",Sad,Medium,Slow
"Parking Lot",Happy,High,Fast
"Misery",Sad,Medium,Slow
"Wildfire",Happy,High,Fast
"6/8",Happy,High,Fast
"Long Lost Feeling",Sad,Medium,Slow
"Bottom of the Ocean",Sad,Medium,Slow
"Sober",Sad,Medium,Slow
"California",Happy,High,Fast
"Cynical",Sad,Medium,Slow
"Bored to Death",Sad,Medium,Slow
"She's Out of Her Mind",Happy,High,Fast
"No Future",Sad,Medium,Slow
"Home Is Such a Lonely Place",Sad,Low,Slow
"Los Angeles",Happy,High,Fast
"Left Alone",Sad,Medium,Slow
"Rabbit Hole",Happy,High,Fast
"San Diego",Sad,Medium,Slow
"Hey, I'm Sorry",Sad,Medium,Slow
"Parking Lot",Happy,High,Fast
"Misery",Sad,Medium,Slow
"Wildfire",Happy,High,Fast
"6/8",Happy,High,Fast
"Long Lost Feeling",Sad,Medium,Slow
"Bottom of the Ocean",Sad,Medium,Slow
"Sober",Sad,Medium,Slow
"California",Happy,High,Fast
"Cynical",Sad,Medium,Slow
"Bored to Death",Sad,Medium,Slow
"She's Out of Her Mind",Happy,High,Fast
"No Future",Sad,Medium,Slow
"Home Is Such a Lonely Place",Sad,Low,Slow
"Los Angeles",Happy,High,Fast
"Left Alone",Sad,Medium,Slow
"Rabbit Hole",Happy,High,Fast
"San Diego",Sad,Medium,Slow
"The Anthem",Happy,High,Fast
"Lifestyles of the Rich & Famous",Happy,High,Fast
"I Just Wanna Live",Happy,High,Fast
"Girls & Boys",Happy,High,Fast
"Predictable",Happy,High,Fast
"Hold On",Happy,High,Fast
"The Young & the Hopeless",Happy,High,Fast
"Dance Floor Anthem",Happy,High,Fast
"Little Things",Happy,High,Fast
"My Bloody Valentine",Sad,High,Fast
"Keep Your Hands Off My Girl",Happy,High,Fast
"Like It's Her Birthday",Happy,High,Fast
"Riot Girl",Happy,High,Fast
"Motivation Proclamation",Happy,High,Fast
"The Chronicles of Life & Death",Happy,High,Fast
"We Believe",Happy,High,Fast
"The River",Sad,High,Fast
"Wondering",Sad,Medium,Slow
"Seasons",Sad,Medium,Slow
"Emotionless",Sad,Low,Slow
"S.O.S.",Sad,Medium,Slow
"The Story of My Old Man",Sad,Medium,Slow
"Right Where I Belong",Happy,High,Fast
"Harlow's Song (Can't Dream Without You)",Sad,Medium,Slow
"Festival Song",Happy,High,Fast
"Thank You Mom",Happy,Medium,Slow
"Change",Happy,High,Fast
"Alive",Happy,High,Fast
"The Motivation Proclamation",Happy,High,Fast
"The Story of My Old Man",Sad,Medium,Slow
"The Click",Happy,High,Fast
"Complicated",Happy,High,Fast
"The Day That I Die",Sad,Medium,Slow
"A New Beginning",Happy,High,Fast
"I Don't Wanna Stop",Happy,High,Fast
"The End",Sad,Medium,Slow
"The Last Song",Sad,Medium,Slow
"East Coast Anthem",Happy,High,Fast
"Thank You Mom",Happy,Medium,Slow
"Complicated",Happy,High,Fast
"The Day That I Die",Sad,Medium,Slow
"A New Beginning",Happy,High,Fast
"I Don't Wanna Stop",Happy,High,Fast
"The End",Sad,Medium,Slow
"The Last Song",Sad,Medium,Slow
"East Coast Anthem",Happy,High,Fast
"Broken Hearts Parade",Sad,Medium,Slow
"All Black",Sad,Medium,Slow
"Silver Screen Romance",Happy,High,Fast
"Something Else",Sad,Medium,Slow
"Last Night",Happy,High,Fast
"The World Is Black",Sad,Medium,Slow
"Mountain",Happy,Medium,Slow
"We Believe",Happy,High,Fast
"Don't Wanna Stop",Happy,High,Fast
"Youth Authority (Youth Authority)",Happy,High,Fast
"Life Changes",Happy,High,Fast
"40 oz. Dream",Happy,High,Fast
"Life Can't Get Much Better",Happy,High,Fast
"Keep Swingin'",Happy,High,Fast
"Reason to Stay",Happy,Medium,Slow
"Stray Dogs",Sad,Medium,Slow
"Stick to Your Guns",Happy,High,Fast
"The Outfield",Sad,Medium,Slow
"Cars Full of People",Sad,Medium,Slow
"War",Happy,High,Fast
"Moving On",Happy,High,Fast
"Rise",Happy,High,Fast
"Life Changes",Happy,High,Fast
"40 oz. Dream",Happy,High,Fast
"Life Can't Get Much Better",Happy,High,Fast
"Keep Swingin'",Happy,High,Fast
"Reason to Stay",Happy,Medium,Slow
"Stray Dogs",Sad,Medium,Slow
"Stick to Your Guns",Happy,High,Fast
"The Outfield",Sad,Medium,Slow
"Cars Full of People",Sad,Medium,Slow
"War",Happy,High,Fast
"Moving On",Happy,High,Fast
"Rise",Happy,High,Fast
"California (The Way I Say I Love You)",Happy,High,Fast
"Life Is Hard",Sad,Medium,Slow
"Say Anything",Happy,High,Fast
"The Motivation Proclamation",Happy,High,Fast
"East Coast Anthem",Happy,High,Fast
"The Motivation Proclamation",Happy,High,Fast
"East Coast Anthem",Happy,High,Fast
"Broken Hearts Parade",Sad,Medium,Slow
"Love Me",Happy,High,Fast
"Somebody Else",Sad,Medium,Slow
"The Sound",Happy,High,Fast
"Robbers",Sad,Medium,Slow
"Chocolate",Happy,High,Fast
"It's Not Living (If It's Not with You)",Sad,Medium,Slow
"Girls",Happy,High,Fast
"If You're Too Shy (Let Me Know)",Happy,High,Fast
"Give Yourself a Try",Happy,High,Fast
"Me",Sad,Medium,Slow
"Sincerity Is Scary",Happy,Medium,Slow
"She's American",Happy,High,Fast
"The Birthday Party",Sad,Medium,Slow
"People",Happy,High,Fast
"A Change of Heart",Sad,Medium,Slow
"UGH!",Happy,High,Fast
"Love It If We Made It",Happy,High,Fast
"Sex",Happy,High,Fast
"Frail State of Mind",Sad,Medium,Slow
"Heart Out",Happy,High,Fast
"Undo",Sad,Medium,Slow
"M.O.N.E.Y.",Happy,High,Fast
"TOOTIMETOOTIMETOOTIME",Happy,High,Fast
"I Like It When You Sleep, for You Are So Beautiful yet So Unaware of It",Happy,Medium,Slow
"Lostmyhead",Sad,Medium,Slow
"Inside Your Mind",Sad,Medium,Slow
"Nana",Sad,Medium,Slow
"The 1975",Sad,Medium,Slow
"Please Be Naked",Sad,Medium,Slow
"The Ballad of Me and My Brain",Sad,Medium,Slow
"I Always Wanna Die (Sometimes)",Sad,Medium,Slow
"Be My Mistake",Sad,Medium,Slow
"Surrounded by Heads and Bodies",Sad,Medium,Slow
"Playing on My Mind",Sad,Medium,Slow
"Roadkill",Sad,Medium,Slow
"HNSCC",Sad,Medium,Slow
"If I Believe You",Sad,Medium,Slow
"The 1975",Sad,Medium,Slow
"An Encounter",Sad,Medium,Slow
"Robbers",Sad,Medium,Slow
"Woman",Happy,High,Fast
"I Like America & America Likes Me",Happy,High,Fast
"The City",Happy,High,Fast
"Love Me",Happy,High,Fast
"Change of Heart",Sad,Medium,Slow
"She's American",Happy,High,Fast
"Somebody Else",Sad,Medium,Slow
"Paris",Happy,High,Fast
"The Ballad of Me and My Brain",Sad,Medium,Slow
"A Change of Heart",Sad,Medium,Slow
"Somebody Else",Sad,Medium,Slow
"Heart Out",Happy,High,Fast
"A Change of Heart",Sad,Medium,Slow
"She's American",Happy,High,Fast
"Somebody Else",Sad,Medium,Slow
"A Change of Heart",Sad,Medium,Slow
"She's American",Happy,High,Fast
"Somebody Else",Sad,Medium,Slow
"Radioactive",Happy,High,Fast
"Demons",Sad,Medium,Mid-tempo
"Believer",Happy,High,Fast
"It's Time",Happy,High,Mid-tempo
"Thunder",Happy,High,Fast
"Whatever It Takes",Happy,High,Fast
"On Top of the World",Happy,High,Fast
"Natural",Happy,High,Fast
"Warriors",Happy,High,Fast
"I Bet My Life",Happy,High,Mid-tempo
"Shotgun",Happy,High,Fast
"Bad Liar",Sad,Medium,Mid-tempo
"Walking the Wire",Happy,High,Fast
"Birds",Happy,High,Fast
"Next to Me",Sad,Medium,Mid-tempo
"Hear Me",Happy,High,Mid-tempo
"Bleeding Out",Sad,Medium,Slow
"West Coast",Sad,Medium,Mid-tempo
"Roots",Happy,High,Fast
"Gold",Happy,High,Fast
"Mouth of the River",Sad,Medium,Mid-tempo
"Machine",Happy,High,Fast
"Burn Out",Sad,Medium,Slow
"Boomerang",Happy,High,Fast
"Stuck",Sad,Medium,Mid-tempo
"Digital",Happy,High,Fast
"Yesterday",Sad,Medium,Mid-tempo
"Every Night",Sad,Medium,Slow
"Round and Round",Sad,Medium,Mid-tempo
"Amsterdam",Sad,Medium,Mid-tempo
"Dream",Sad,Medium,Slow
"30 Lives",Happy,Medium,Mid-tempo
"Tiptoe",Happy,High,Fast
"Hopeless Opus",Sad,Medium,Mid-tempo
"I Don't Know Why",Sad,Medium,Mid-tempo
"Only",Sad,Medium,Mid-tempo
"Summer",Happy,High,Fast
"Tokyo",Sad,Medium,Mid-tempo
"Love",Sad,Medium,Mid-tempo
"Start Over",Sad,Medium,Mid-tempo
"The Fall",Sad,Medium,Slow
"Destination",Sad,Medium,Mid-tempo
"Pistol Whip",Happy,High,Fast
"Underdog",Happy,High,Fast
"The Unknown",Sad,Medium,Mid-tempo
"Look How Far We've Come",Sad,Medium,Mid-tempo
"Battle Cry",Happy,High,Fast
"America",Sad,Medium,Mid-tempo
"All Eyes",Sad,Medium,Mid-tempo
"Selene",Sad,Medium,Mid-tempo
"Forever Young",Sad,Medium,Slow
"Release",Sad,Medium,Slow
"Living Musical",Sad,Medium,Mid-tempo
"Starlight",Sad,Medium,Mid-tempo
"Hear Me",Happy,High,Mid-tempo
"Tokyo",Sad,Medium,Mid-tempo
"Pantomime",Sad,Medium,Mid-tempo
"Speak to Me",Sad,Medium,Mid-tempo
"Boots",Sad,Medium,Mid-tempo
"The Pit",Happy,High,Fast
"All For You",Sad,Medium,Mid-tempo
"Leave Me",Sad,Medium,Mid-tempo
"Chicago",Happy,High,Fast
"Casimir Pulaski Day",Sad,Medium,Slow
"Death with Dignity",Sad,Low,Slow
"Mystery of Love",Happy,Medium,Slow
"Fourth of July",Sad,Low,Slow
"The Predatory Wasp of the Palisades Is Out to Get Us!",Sad,Medium,Mid-tempo
"Should Have Known Better",Sad,Medium,Slow
"To Be Alone with You",Happy,High,Fast
"Concerning the UFO Sighting Near Highland, Illinois",Sad,Low,Slow
"All of Me Wants All of You",Sad,Medium,Mid-tempo
"Futile Devices",Sad,Low,Slow
"Come On! Feel the Illinoise!",Happy,High,Fast
"Drawn to the Blood",Sad,Medium,Mid-tempo
"The Only Thing",Sad,Medium,Slow
"Jacksonville",Sad,Medium,Slow
"The Man of Metropolis Steals Our Hearts",Happy,Medium,Mid-tempo
"The Only Thing",Sad,Medium,Slow
"Vesuvius",Happy,High,Fast
"John Wayne Gacy, Jr.",Sad,Medium,Slow
"Eugene",Sad,Medium,Slow
"No Shade in the Shadow of the Cross",Sad,Low,Slow
"Detroit, Lift Up Your Weary Head! (Rebuild! Restore! Reconsider!)",Sad,Medium,Slow
"Heirloom",Happy,High,Fast
"The Dress Looks Nice on You",Happy,Medium,Slow
"All Delighted People",Happy,High,Fast
"Drawn to the Blood",Sad,Medium,Mid-tempo
"Should Have Known Better",Sad,Medium,Slow
"The Owl and the Tanager",Sad,Medium,Slow
"Romulus",Sad,Medium,Slow
"Decatur, or, Round of Applause for Your Step-Mother!",Happy,High,Fast
"In the Devil's Territory",Sad,Medium,Slow
"Sister",Sad,Medium,Slow
"The Upper Peninsula",Happy,High,Fast
"A Good Man Is Hard to Find",Happy,High,Fast
"The Lord God Bird",Happy,High,Fast
"The Black Hawk War, or, How to Demolish an Entire Civilization and Still Feel Good About Yourself in the Morning, or, We Apologize for the Inconvenience but You're Going to Have to Leave Now, or, 'I Have Fought the Big Knives and Will Continue to Fight Them Until They Are Off Our Lands!'",Sad,High,Fast
"Pittsfield",Sad,Medium,Slow
"Flint (For the Unemployed and Underpaid)",Sad,Medium,Slow
"The Seer's Tower",Sad,Medium,Slow
"The Tallest Man, the Broadest Shoulders: Part I: The Great Frontier / Part II: Come to Me Only with Playthings Now",Happy,High,Fast
"Rake",Sad,Medium,Slow
"Kill",Sad,Low,Slow
"For the Widows in Paradise, For the Fatherless in Ypsilanti",Happy,High,Fast
"Say Yes! to M!ch!gan!",Happy,High,Fast
"The Black Hawk War, or, How to Demolish an Entire Civilization and Still Feel Good About Yourself in the Morning, or, We Apologize for the Inconvenience but You're Going to Have to Leave Now, or, 'I Have Fought the Big Knives and Will Continue to Fight Them Until They Are Off Our Lands!'",Sad,High,Fast
"Pittsfield",Sad,Medium,Slow
"Flint (For the Unemployed and Underpaid)",Sad,Medium,Slow
"The Seer's Tower",Sad,Medium,Slow
"The Tallest Man, the Broadest Shoulders: Part I: The Great Frontier / Part II: Come to Me Only with Playthings Now",Happy,High,Fast
"Rake",Sad,Medium,Slow
"Kill",Sad,Low,Slow
"For the Widows in Paradise, For the Fatherless in Ypsilanti",Happy,High,Fast
"Say Yes! to M!ch!gan!",Happy,High,Fast
"Tahquamenon Falls",Happy,Medium,Slow
"Holland",Sad,Medium,Slow
"Romulus",Sad,Medium,Slow
"Vito's Ordination Song",Sad,Medium,Slow
"Wooster",Sad,Medium,Slow
"Dear Mr. Supercomputer",Sad,Medium,Slow
"Adlai Stevenson",Sad,Medium,Slow
"The Vivian Girls Are Visited in the Night by Saint Dargarius and His Squadron of Benevolent Butterflies",Happy,High,Fast
"Chicago",Happy,High,Fast
"Casimir Pulaski Day",Sad,Medium,Slow
"Death with Dignity",Sad,Low,Slow
"Mystery of Love",Happy,Medium,Slow
"Fourth of July",Sad,Low,Slow
"The Predatory Wasp of the Palisades Is Out to Get Us!",Sad,Medium,Mid-tempo
"Should Have Known Better",Sad,Medium,Slow
"To Be Alone with You",Happy,High,Fast
"There Is a Light That Never Goes Out",Sad,Medium,Mid-tempo
"How Soon Is Now?",Sad,Medium,Slow
"Heaven Knows I'm Miserable Now",Sad,Medium,Mid-tempo
"This Charming Man",Happy,High,Fast
"Please, Please, Please Let Me Get What I Want",Sad,Low,Slow
"Bigmouth Strikes Again",Sad,High,Fast
"William, It Was Really Nothing",Sad,Medium,Mid-tempo
"Girlfriend in a Coma",Sad,Medium,Mid-tempo
"Shoplifters of the World Unite",Happy,High,Fast
"Panic",Sad,High,Fast
"Ask",Happy,High,Fast
"Hand in Glove",Happy,High,Fast
"Stop Me If You Think You've Heard This One Before",Sad,Medium,Mid-tempo
"The Boy with the Thorn in His Side",Sad,Medium,Mid-tempo
"That Joke Isn't Funny Anymore",Sad,Medium,Slow
"What Difference Does It Make?",Happy,High,Fast
"I Know It's Over",Sad,Low,Slow
"Still Ill",Sad,Medium,Mid-tempo
"Barbarism Begins at Home",Sad,Medium,Fast
"Cemetery Gates",Sad,Medium,Mid-tempo
"Some Girls Are Bigger Than Others",Sad,Low,Slow
"You Just Haven't Earned It Yet, Baby",Sad,Medium,Mid-tempo
"Last Night I Dreamt That Somebody Loved Me",Sad,Low,Slow
"These Things Take Time",Happy,High,Fast
"Sweet and Tender Hooligan",Sad,Medium,Mid-tempo
"Girl Afraid",Sad,Medium,Mid-tempo
"Sheila Take a Bow",Happy,High,Fast
"Shakespeare's Sister",Sad,Medium,Mid-tempo
"I Started Something I Couldn't Finish",Sad,High,Fast
"London",Happy,High,Fast
"Accept Yourself",Happy,High,Fast
"Suffer Little Children",Sad,Medium,Slow
"Unhappy Birthday",Sad,Medium,Slow
"Pretty Girls Make Graves",Sad,High,Fast
"Stretch Out and Wait",Sad,Medium,Mid-tempo
"Reel Around the Fountain",Sad,Medium,Mid-tempo
"I Don't Owe You Anything",Sad,Medium,Mid-tempo
"This Night Has Opened My Eyes",Sad,Medium,Mid-tempo
